rank,origin_lat,origin_lon,dest_lat,dest_lon,short_dist_m,short_time_s,fast_dist_m,fast_time_s,dist_agreement,time_saved_s,routes_agree,mean_flow_ratio,flow_std,congestion_label,flow_agreement_score,short_path,short_path_points
0,40.78348,-73.96937,40.77287,-73.96944,3831,874,1691,380,2.2655,494,True,0.925,0.15,free,2.0956,"[[40.78346, -73.96914], [40.78343, -73.96914], [40.78325, -73.96917], [40.78294, -73.96927], [40.78284, -73.96931], [40.7828, -73.96933], [40.78272, -73.96935], [40.78263, -73.96937], [40.78242, -73.96944], [40.78219, -73.96946], [40.78183, -73.96942], [40.78147, -73.9694], [40.78127, -73.96946], [40.78125, -73.96947], [40.78116, -73.96951], [40.78097, -73.96964], [40.78086, -73.96976], [40.78077, -73.96991], [40.78047, -73.9703], [40.78008, -73.97088], [40.77995, -73.97106], [40.77982, -73.97122], [40.77955, -73.97151], [40.77933, -73.9717], [40.77891, -73.97212], [40.77875, -73.97234], [40.77867, -73.97246], [40.77849, -73.97278], [40.77837, -73.973], [40.77802, -73.97358], [40.77782, -73.9738], [40.77754, -73.974], [40.77735, -73.9741], [40.77701, -73.97414], [40.7768, -73.97412], [40.77589, -73.974], [40.77565, -73.97399], [40.77556, -73.97399], [40.77553, -73.974], [40.77529, -73.97406], [40.77516, -73.97413], [40.77501, -73.97421], [40.77496, -73.97426], [40.77491, -73.9743], [40.77484, -73.9744], [40.77471, -73.97471], [40.77472, -73.97489], [40.77465, -73.97514], [40.77454, -73.9754], [40.7745, -73.97547], [40.77439, -73.97561], [40.77433, -73.97568], [40.77412, -73.97586], [40.77384, -73.97607], [40.77365, -73.97619], [40.77305, -73.97651], [40.77281, -73.97661], [40.77273, -73.97665], [40.77266, -73.97675], [40.77263, -73.97681], [40.77262, -73.97687], [40.77262, -73.97694], [40.77264, -73.97712], [40.77269, -73.97731], [40.7728, -73.97764], [40.77303, -73.97829], [40.77298, -73.97833], [40.77256, -73.97863], [40.77243, -73.97873], [40.77207, -73.97899], [40.77179, -73.97921], [40.77172, -73.97898], [40.7717, -73.97877], [40.7717, -73.97867], [40.77171, -73.97857], [40.77174, -73.97841], [40.77178, -73.97825], [40.77179, -73.97819], [40.77179, -73.97804], [40.77179, -73.97802], [40.77178, -73.978], [40.77174, -73.97783], [40.77168, -73.9777], [40.77167, -73.97763], [40.77163, -73.97758], [40.77158, -73.9775], [40.77154, -73.97743], [40.77108, -73.97668], [40.77085, -73.97624], [40.77063, -73.97587], [40.76983, -73.97465], [40.76976, -73.97453], [40.76955, -73.9742], [40.76941, -73.97393], [40.76928, -73.97367], [40.76915, -73.97335], [40.76904, -73.97302], [40.769, -73.9729], [40.76887, -73.97236], [40.76884, -73.97233], [40.76884, -73.97232], [40.76879, -73.97209], [40.76874, -73.9719], [40.76871, -73.97179], [40.76862, -73.97153], [40.76856, -73.97136], [40.76849, -73.97122], [40.7684, -73.97108], [40.76838, -73.97102], [40.76817, -73.97064], [40.76809, -73.97046], [40.76803, -73.97029], [40.7678, -73.96975], [40.76734, -73.96868], [40.76797, -73.96824], [40.7686, -73.96776], [40.76921, -73.9673], [40.76984, -73.96685], [40.77046, -73.96639], [40.7711, -73.96593], [40.77178, -73.96542], [40.77216, -73.96633], [40.77229, -73.96663], [40.77246, -73.96704], [40.77269, -73.96761], [40.77271, -73.96766], [40.77279, -73.96791], [40.77279, -73.96803], [40.77278, -73.96829], [40.77276, -73.9684], [40.77272, -73.96853], [40.7727, -73.96856], [40.77263, -73.96869], [40.7725, -73.96888], [40.7723, -73.96899], [40.77233, -73.96907], [40.77233, -73.96911], [40.77232, -73.96919], [40.77234, -73.96925], [40.7724, -73.9695], [40.77242, -73.96949], [40.77244, -73.9695], [40.77245, -73.96953], [40.77262, -73.96944], [40.77265, -73.96941], [40.77267, -73.96937], [40.7727, -73.96935], [40.77272, -73.96934], [40.77274, -73.96934], [40.77276, -73.96934], [40.77278, -73.96935], [40.77285, -73.96943], [40.77287, -73.96944]]",153
1,40.70202,-74.00611,40.71605,-73.98484,3022,804,3022,804,1.0,0,True,1.0,0.0,free,1.0,"[[40.70202, -74.00611], [40.70253, -74.00607], [40.70298, -74.00611], [40.70299, -74.00611], [40.703, -74.0061], [40.70309, -74.00605], [40.70348, -74.00646], [40.70359, -74.00658], [40.70367, -74.00666], [40.70372, -74.0067], [40.70382, -74.00678], [40.7039, -74.00685], [40.70425, -74.00629], [40.70441, -74.00603], [40.7048, -74.00544], [40.7049, -74.00527], [40.70525, -74.00477], [40.70543, -74.00449], [40.70569, -74.00406], [40.70572, -74.00401], [40.70578, -74.00391], [40.70579, -74.00389], [40.70592, -74.00368], [40.70596, -74.00363], [40.70604, -74.0035], [40.70624, -74.00317], [40.70665, -74.00246], [40.70672, -74.00233], [40.70678, -74.00222], [40.70731, -74.00129], [40.70737, -74.00122], [40.70737, -74.00115], [40.70741, -74.00104], [40.70778, -74.0003], [40.70789, -74.0001], [40.70794, -74.00001], [40.70807, -73.99982], [40.70812, -73.99979], [40.70815, -73.99975], [40.70821, -73.99964], [40.70825, -73.99957], [40.70827, -73.99953], [40.70829, -73.9995], [40.70833, -73.99943], [40.70847, -73.99921], [40.7085, -73.99918], [40.70853, -73.99911], [40.70857, -73.99904], [40.70867, -73.99886], [40.70883, -73.99846], [40.70889, -73.99823], [40.70897, -73.99782], [40.70904, -73.9974], [40.70921, -73.9962], [40.70925, -73.99593], [40.70949, -73.99409], [40.70951, -73.99395], [40.70958, -73.99352], [40.70965, -73.99306], [40.70978, -73.99225], [40.70978, -73.9922], [40.7098, -73.99212], [40.7098, -73.99209], [40.70982, -73.99197], [40.70983, -73.99188], [40.70984, -73.99185], [40.70985, -73.99178], [40.71002, -73.9905], [40.71011, -73.98976], [40.71017, -73.98939], [40.71019, -73.98923], [40.71028, -73.98833], [40.71031, -73.98813], [40.71032, -73.98801], [40.71037, -73.98761], [40.7104, -73.98739], [40.7105, -73.98659], [40.71101, -73.98668], [40.71138, -73.98675], [40.71143, -73.98675], [40.71153, -73.98673], [40.71211, -73.98682], [40.7129, -73.98693], [40.71334, -73.98699], [40.71364, -73.98708], [40.71372, -73.9871], [40.71422, -73.98716], [40.7143, -73.98716], [40.71463, -73.98714], [40.71497, -73.98713], [40.7151, -73.98711], [40.71522, -73.98707], [40.71531, -73.98703], [40.71533, -73.98703], [40.71555, -73.98693], [40.71591, -73.98673], [40.71598, -73.98669], [40.71647, -73.9864], [40.71689, -73.9862], [40.71664, -73.98535], [40.71643, -73.98464]]",101
2,40.78262,-73.9175,40.8152,-73.90722,8187,1047,8187,1047,1.0,0,True,0.9647,0.0706,free,0.9647,"[[40.78283, -73.91724], [40.78238, -73.91659], [40.78197, -73.91602], [40.78158, -73.91546], [40.78145, -73.91562], [40.78125, -73.91587], [40.78113, -73.91602], [40.781, -73.91618], [40.78083, -73.91639], [40.78071, -73.91653], [40.78046, -73.91683], [40.78016, -73.9172], [40.77993, -73.91748], [40.77954, -73.91794], [40.77951, -73.91798], [40.77949, -73.91802], [40.77929, -73.91826], [40.77898, -73.91864], [40.7787, -73.91898], [40.77815, -73.91964], [40.77781, -73.92006], [40.77765, -73.92025], [40.77716, -73.92085], [40.7769, -73.92117], [40.77661, -73.92152], [40.7759, -73.92052], [40.77542, -73.91983], [40.77511, -73.91937], [40.77493, -73.91914], [40.77444, -73.91844], [40.77395, -73.91776], [40.77346, -73.91707], [40.77299, -73.91639], [40.77229, -73.91724], [40.772, -73.91762], [40.77175, -73.91791], [40.77144, -73.91825], [40.7718, -73.91888], [40.77207, -73.91934], [40.77212, -73.91943], [40.77227, -73.91974], [40.77231, -73.91979], [40.77278, -73.92048], [40.77294, -73.92069], [40.77326, -73.92117], [40.77361, -73.92167], [40.77376, -73.92185], [40.77407, -73.92222], [40.77431, -73.92247], [40.77473, -73.92286], [40.77521, -73.92324], [40.77661, -73.92431], [40.77675, -73.92441], [40.77691, -73.92453], [40.77704, -73.92463], [40.77717, -73.92472], [40.77723, -73.92477], [40.77729, -73.92482], [40.77741, -73.92491], [40.77756, -73.92502], [40.77761, -73.92505], [40.77804, -73.92537], [40.77818, -73.92546], [40.77831, -73.92556], [40.77839, -73.92563], [40.7788, -73.92596], [40.77999, -73.92686], [40.78102, -73.92764], [40.78109, -73.92768], [40.78117, -73.92774], [40.78125, -73.9278], [40.78222, -73.92852], [40.78226, -73.92855], [40.78291, -73.92904], [40.78382, -73.9297], [40.78396, -73.92978], [40.78418, -73.92987], [40.78445, -73.92995], [40.78478, -73.92999], [40.78506, -73.93], [40.78541, -73.92996], [40.78576, -73.92986], [40.78607, -73.92974], [40.78628, -73.92963], [40.78645, -73.92953], [40.78663, -73.92939], [40.78674, -73.9293], [40.78683, -73.92922], [40.78692, -73.92914], [40.78703, -73.92905], [40.78746, -73.92866], [40.7885, -73.92775], [40.78916, -73.92711], [40.78949, -73.92679], [40.79014, -73.92622], [40.7903, -73.92608], [40.79053, -73.92588], [40.79132, -73.92519], [40.79173, -73.92483], [40.79182, -73.92476], [40.79212, -73.92449], [40.7922, -73.92442], [40.79231, -73.92433], [40.79361, -73.92322], [40.79408, -73.92278], [40.79438, -73.9225], [40.79479, -73.92209], [40.79508, -73.92182], [40.79537, -73.92158], [40.79572, -73.92131], [40.7961, -73.92096], [40.79623, -73.92085], [40.79649, -73.92067], [40.79691, -73.92037], [40.79694, -73.92035], [40.79745, -73.91999], [40.7975, -73.91995], [40.79765, -73.91984], [40.79769, -73.91981], [40.7978, -73.91973], [40.79784, -73.9197], [40.79791, -73.91964], [40.79801, -73.91956], [40.79854, -73.91918], [40.79878, -73.919], [40.79884, -73.91895], [40.7989, -73.9189], [40.79893, -73.91887], [40.79905, -73.91879], [40.79911, -73.91873], [40.7998, -73.91822], [40.80028, -73.91786], [40.80081, -73.91752], [40.80102, -73.91737], [40.80152, -73.91701], [40.80167, -73.9169], [40.80171, -73.91686], [40.802, -73.91662], [40.80211, -73.91651], [40.80216, -73.91644], [40.80247, -73.91604], [40.80249, -73.91602], [40.80267, -73.9158], [40.80285, -73.91554], [40.80302, -73.9152], [40.80312, -73.91493], [40.80317, -73.91479], [40.80322, -73.91461], [40.80333, -73.91422], [40.80347, -73.91383], [40.80355, -73.91365], [40.8037, -73.91332], [40.80398, -73.91271], [40.80429, -73.91202], [40.8043, -73.912], [40.80435, -73.91193], [40.80439, -73.9119], [40.80448, -73.91184], [40.80468, -73.91124], [40.80487, -73.91077], [40.8053, -73.90988], [40.80546, -73.90965], [40.80564, -73.90939], [40.8059, -73.90887], [40.80592, -73.90884], [40.80604, -73.90853], [40.80657, -73.90732], [40.80659, -73.90726], [40.80678, -73.90682], [40.80691, -73.90671], [40.80702, -73.90661], [40.80718, -73.90626], [40.80738, -73.90591], [40.8086, -73.9042], [40.80904, -73.90359], [40.80945, -73.90302], [40.80953, -73.90303], [40.80963, -73.90305], [40.80975, -73.90307], [40.80985, -73.90309], [40.81023, -73.90315], [40.81073, -73.90324], [40.8109, -73.90327], [40.81137, -73.90337], [40.8115, -73.90343], [40.81185, -73.90387], [40.81206, -73.90413], [40.81213, -73.90421], [40.81214, -73.90422], [40.81225, -73.90441], [40.81229, -73.90453], [40.81248, -73.90542], [40.81267, -73.90634], [40.81286, -73.90726], [40.81304, -73.90817], [40.81385, -73.90789], [40.8149, -73.90751], [40.81523, -73.90739]]",198
3,40.77426,-73.91705,40.79132,-73.92466,4404,519,4404,519,1.0,0,True,0.9493,0.1013,free,0.9493,"[[40.77438, -73.91723], [40.77419, -73.91746], [40.77395, -73.91776], [40.77346, -73.91707], [40.77299, -73.91639], [40.77229, -73.91724], [40.772, -73.91762], [40.77175, -73.91791], [40.77144, -73.91825], [40.7718, -73.91888], [40.77207, -73.91934], [40.77212, -73.91943], [40.77227, -73.91974], [40.77231, -73.91979], [40.77278, -73.92048], [40.77294, -73.92069], [40.77326, -73.92117], [40.77361, -73.92167], [40.77376, -73.92185], [40.77407, -73.92222], [40.77431, -73.92247], [40.77473, -73.92286], [40.77521, -73.92324], [40.77661, -73.92431], [40.77675, -73.92441], [40.77691, -73.92453], [40.77704, -73.92463], [40.77717, -73.92472], [40.77723, -73.92477], [40.77729, -73.92482], [40.77741, -73.92491], [40.77756, -73.92502], [40.77761, -73.92505], [40.77804, -73.92537], [40.77818, -73.92546], [40.77831, -73.92556], [40.77839, -73.92563], [40.7788, -73.92596], [40.77999, -73.92686], [40.78102, -73.92764], [40.78109, -73.92768], [40.78117, -73.92774], [40.78125, -73.9278], [40.78222, -73.92852], [40.78226, -73.92855], [40.78291, -73.92904], [40.78382, -73.9297], [40.78396, -73.92978], [40.78418, -73.92987], [40.78445, -73.92995], [40.78478, -73.92999], [40.78506, -73.93], [40.78541, -73.92996], [40.78576, -73.92986], [40.78607, -73.92974], [40.78628, -73.92963], [40.78645, -73.92953], [40.78663, -73.92939], [40.78674, -73.9293], [40.78683, -73.92922], [40.78692, -73.92914], [40.78703, -73.92905], [40.78746, -73.92866], [40.7885, -73.92775], [40.78916, -73.92711], [40.78949, -73.92679], [40.79014, -73.92622], [40.7903, -73.92608], [40.79053, -73.92588], [40.79132, -73.92519], [40.79173, -73.92483], [40.79182, -73.92476], [40.79212, -73.92449], [40.7922, -73.92442], [40.79231, -73.92433], [40.79237, -73.92422], [40.79286, -73.92375], [40.79296, -73.92359], [40.79318, -73.9233], [40.79374, -73.9227], [40.79385, -73.92258], [40.79398, -73.92242], [40.79413, -73.92221], [40.79431, -73.92191], [40.79449, -73.92166], [40.79484, -73.92121], [40.79493, -73.92112], [40.79525, -73.92076], [40.79568, -73.92029], [40.79574, -73.92028], [40.7958, -73.92028], [40.79582, -73.92029], [40.79583, -73.92029], [40.79584, -73.9203], [40.79585, -73.92031], [40.79586, -73.92032], [40.79585, -73.9204], [40.79583, -73.92054], [40.79577, -73.9207], [40.7957, -73.9208], [40.79556, -73.92098], [40.79507, -73.92148], [40.79472, -73.92185], [40.79436, -73.92216], [40.79413, -73.92236], [40.79385, -73.92258], [40.79323, -73.92307], [40.79308, -73.92315], [40.793, -73.92321], [40.79293, -73.92326], [40.79261, -73.92354], [40.79258, -73.92354], [40.79193, -73.92413], [40.79167, -73.92436], [40.79132, -73.92466]]",115
4,40.7709,-73.92697,40.80438,-73.90624,6354,828,6432,818,0.9879,10,True,0.9573,0.0853,free,0.9457,"[[40.77091, -73.927], [40.77114, -73.92681], [40.77164, -73.92641], [40.7719, -73.92621], [40.77221, -73.92596], [40.77215, -73.9258], [40.77211, -73.92566], [40.77202, -73.92537], [40.77197, -73.92515], [40.77178, -73.92445], [40.77154, -73.92357], [40.7715, -73.92341], [40.77138, -73.92298], [40.77135, -73.92284], [40.77095, -73.92138], [40.77079, -73.92081], [40.77053, -73.91981], [40.77051, -73.91975], [40.77043, -73.91946], [40.77031, -73.91902], [40.77022, -73.91866], [40.7701, -73.91818], [40.77007, -73.91808], [40.77001, -73.91786], [40.76994, -73.91757], [40.76986, -73.91724], [40.76984, -73.91709], [40.76981, -73.91683], [40.7699, -73.91678], [40.77008, -73.9167], [40.7702, -73.91664], [40.77034, -73.91658], [40.77046, -73.91688], [40.77055, -73.91703], [40.77072, -73.91729], [40.77079, -73.91738], [40.77095, -73.91758], [40.77144, -73.91825], [40.7718, -73.91888], [40.77207, -73.91934], [40.77212, -73.91943], [40.77227, -73.91974], [40.77231, -73.91979], [40.77278, -73.92048], [40.77294, -73.92069], [40.77326, -73.92117], [40.77361, -73.92167], [40.77376, -73.92185], [40.77407, -73.92222], [40.77431, -73.92247], [40.77473, -73.92286], [40.77521, -73.92324], [40.77661, -73.92431], [40.77675, -73.92441], [40.77691, -73.92453], [40.77704, -73.92463], [40.77717, -73.92472], [40.77723, -73.92477], [40.77729, -73.92482], [40.77741, -73.92491], [40.77756, -73.92502], [40.77761, -73.92505], [40.77804, -73.92537], [40.77818, -73.92546], [40.77831, -73.92556], [40.77839, -73.92563], [40.7788, -73.92596], [40.77999, -73.92686], [40.78102, -73.92764], [40.78109, -73.92768], [40.78117, -73.92774], [40.78125, -73.9278], [40.78222, -73.92852], [40.78226, -73.92855], [40.78291, -73.92904], [40.78382, -73.9297], [40.78396, -73.92978], [40.78418, -73.92987], [40.78445, -73.92995], [40.78478, -73.92999], [40.78506, -73.93], [40.78541, -73.92996], [40.78576, -73.92986], [40.78607, -73.92974], [40.78628, -73.92963], [40.78645, -73.92953], [40.78663, -73.92939], [40.78674, -73.9293], [40.78683, -73.92922], [40.78692, -73.92914], [40.78703, -73.92905], [40.78746, -73.92866], [40.7885, -73.92775], [40.78916, -73.92711], [40.78949, -73.92679], [40.79014, -73.92622], [40.7903, -73.92608], [40.79053, -73.92588], [40.79132, -73.92519], [40.79173, -73.92483], [40.79182, -73.92476], [40.79212, -73.92449], [40.7922, -73.92442], [40.79231, -73.92433], [40.79361, -73.92322], [40.79408, -73.92278], [40.79438, -73.9225], [40.79479, -73.92209], [40.79508, -73.92182], [40.79537, -73.92158], [40.79572, -73.92131], [40.7961, -73.92096], [40.79623, -73.92085], [40.79649, -73.92067], [40.79691, -73.92037], [40.79694, -73.92035], [40.79745, -73.91999], [40.7975, -73.91995], [40.79765, -73.91984], [40.79769, -73.91981], [40.7978, -73.91973], [40.79784, -73.9197], [40.79791, -73.91964], [40.79801, -73.91956], [40.79854, -73.91918], [40.79878, -73.919], [40.79884, -73.91895], [40.7989, -73.9189], [40.79893, -73.91887], [40.79905, -73.91879], [40.79911, -73.91873], [40.7998, -73.91822], [40.80028, -73.91786], [40.80081, -73.91752], [40.80102, -73.91737], [40.80152, -73.91701], [40.80167, -73.9169], [40.80171, -73.91686], [40.802, -73.91662], [40.80211, -73.91651], [40.80216, -73.91644], [40.80247, -73.91604], [40.80249, -73.91602], [40.80267, -73.9158], [40.80285, -73.91554], [40.80302, -73.9152], [40.80312, -73.91493], [40.80317, -73.91479], [40.80322, -73.91461], [40.80333, -73.91422], [40.80347, -73.91383], [40.80355, -73.91365], [40.8037, -73.91332], [40.80398, -73.91271], [40.80429, -73.91202], [40.8043, -73.912], [40.80435, -73.91193], [40.80439, -73.9119], [40.80448, -73.91184], [40.80468, -73.91124], [40.80487, -73.91077], [40.8053, -73.90988], [40.8047, -73.90842], [40.80467, -73.90837], [40.80465, -73.90833], [40.80463, -73.90828], [40.80461, -73.90823], [40.80405, -73.90723], [40.80461, -73.90667], [40.80437, -73.90625]]",170
5,40.7322,-73.94819,40.74099,-73.92845,2297,465,2297,465,1.0,0,True,0.9357,0.1286,free,0.9357,"[[40.73279, -73.94829], [40.73293, -73.94687], [40.73277, -73.94682], [40.73267, -73.94676], [40.73262, -73.94674], [40.73178, -73.9466], [40.7317, -73.94657], [40.73158, -73.9465], [40.73143, -73.94639], [40.73175, -73.94551], [40.73208, -73.94461], [40.73225, -73.94415], [40.73239, -73.94374], [40.7325, -73.94343], [40.73258, -73.94315], [40.73262, -73.94282], [40.73268, -73.94256], [40.73275, -73.94213], [40.73274, -73.94198], [40.73281, -73.9416], [40.73289, -73.94131], [40.73312, -73.94064], [40.73317, -73.9405], [40.73324, -73.94033], [40.73333, -73.94008], [40.73351, -73.93959], [40.73366, -73.93927], [40.73381, -73.93896], [40.73386, -73.93885], [40.73392, -73.93873], [40.73398, -73.93869], [40.73423, -73.93822], [40.73428, -73.93814], [40.73432, -73.93807], [40.73434, -73.93799], [40.73436, -73.93788], [40.73437, -73.93782], [40.73438, -73.9378], [40.73458, -73.93741], [40.73499, -73.9363], [40.73555, -73.93479], [40.73568, -73.93444], [40.7359, -73.93384], [40.73635, -73.93265], [40.73664, -73.93201], [40.73682, -73.9316], [40.73685, -73.93156], [40.73689, -73.93146], [40.73695, -73.93134], [40.73699, -73.93124], [40.73706, -73.93105], [40.73709, -73.931], [40.73715, -73.93085], [40.73724, -73.93063], [40.7373, -73.93051], [40.7373, -73.93049], [40.73737, -73.93034], [40.73754, -73.92995], [40.73772, -73.9295], [40.73781, -73.92927], [40.73868, -73.92907], [40.73914, -73.92898], [40.74038, -73.92874], [40.74108, -73.9286], [40.74106, -73.92844]]",65
6,40.76279,-73.93202,40.80601,-73.93703,7485,1248,7554,1228,0.9909,20,True,0.944,0.112,free,0.9354,"[[40.7632, -73.93172], [40.76316, -73.93162], [40.76334, -73.93148], [40.76328, -73.93135], [40.76358, -73.93109], [40.76388, -73.93086], [40.76448, -73.93036], [40.76499, -73.92996], [40.76537, -73.92965], [40.76571, -73.92937], [40.76598, -73.92915], [40.76615, -73.92901], [40.76671, -73.92856], [40.76702, -73.92829], [40.76717, -73.92817], [40.76762, -73.92783], [40.76845, -73.92716], [40.76927, -73.92648], [40.76863, -73.92509], [40.76825, -73.92428], [40.76817, -73.92411], [40.76801, -73.92377], [40.7679, -73.92353], [40.76764, -73.92298], [40.7675, -73.92268], [40.76738, -73.92243], [40.76729, -73.92224], [40.76707, -73.92177], [40.76692, -73.92146], [40.76689, -73.92139], [40.76763, -73.92079], [40.76786, -73.92059], [40.7681, -73.92034], [40.76821, -73.92021], [40.76842, -73.91998], [40.76895, -73.91937], [40.76972, -73.91847], [40.7699, -73.91826], [40.77007, -73.91808], [40.77038, -73.9177], [40.77044, -73.91762], [40.77051, -73.91754], [40.77061, -73.91742], [40.77072, -73.91729], [40.77079, -73.91738], [40.77095, -73.91758], [40.77144, -73.91825], [40.7718, -73.91888], [40.77207, -73.91934], [40.77212, -73.91943], [40.77227, -73.91974], [40.77231, -73.91979], [40.77278, -73.92048], [40.77294, -73.92069], [40.77326, -73.92117], [40.77361, -73.92167], [40.77376, -73.92185], [40.77407, -73.92222], [40.77431, -73.92247], [40.77473, -73.92286], [40.77521, -73.92324], [40.77661, -73.92431], [40.77675, -73.92441], [40.77691, -73.92453], [40.77704, -73.92463], [40.77717, -73.92472], [40.77723, -73.92477], [40.77729, -73.92482], [40.77741, -73.92491], [40.77756, -73.92502], [40.77761, -73.92505], [40.77804, -73.92537], [40.77818, -73.92546], [40.77831, -73.92556], [40.77839, -73.92563], [40.7788, -73.92596], [40.77999, -73.92686], [40.78102, -73.92764], [40.78109, -73.92768], [40.78117, -73.92774], [40.78125, -73.9278], [40.78222, -73.92852], [40.78226, -73.92855], [40.78291, -73.92904], [40.78382, -73.9297], [40.78396, -73.92978], [40.78418, -73.92987], [40.78445, -73.92995], [40.78478, -73.92999], [40.78506, -73.93], [40.78541, -73.92996], [40.78576, -73.92986], [40.78607, -73.92974], [40.78628, -73.92963], [40.78645, -73.92953], [40.78663, -73.92939], [40.78674, -73.9293], [40.78683, -73.92922], [40.78692, -73.92914], [40.78703, -73.92905], [40.78746, -73.92866], [40.7885, -73.92775], [40.78916, -73.92711], [40.78949, -73.92679], [40.79014, -73.92622], [40.7903, -73.92608], [40.79053, -73.92588], [40.79132, -73.92519], [40.79173, -73.92483], [40.79182, -73.92476], [40.79212, -73.92449], [40.7922, -73.92442], [40.79231, -73.92433], [40.79237, -73.92422], [40.79286, -73.92375], [40.79305, -73.92358], [40.79326, -73.92334], [40.79413, -73.92236], [40.79463, -73.9218], [40.79501, -73.92137], [40.79569, -73.92061], [40.79585, -73.9204], [40.79594, -73.92031], [40.7964, -73.91977], [40.79652, -73.91967], [40.79655, -73.91965], [40.79659, -73.91962], [40.79663, -73.9196], [40.7967, -73.91957], [40.79677, -73.91956], [40.79684, -73.91955], [40.7969, -73.91955], [40.79701, -73.91955], [40.79708, -73.91956], [40.79722, -73.91962], [40.79735, -73.91972], [40.7974, -73.91977], [40.79744, -73.91983], [40.7975, -73.91995], [40.79753, -73.92001], [40.79756, -73.92009], [40.79759, -73.92018], [40.79761, -73.92025], [40.79762, -73.92032], [40.79764, -73.92038], [40.79765, -73.92057], [40.79765, -73.92066], [40.79772, -73.92108], [40.79782, -73.92151], [40.79786, -73.92165], [40.79802, -73.92215], [40.79819, -73.92264], [40.79824, -73.92279], [40.79825, -73.92284], [40.79827, -73.92294], [40.79831, -73.92303], [40.79848, -73.92339], [40.79868, -73.92379], [40.79887, -73.92417], [40.79905, -73.92456], [40.79908, -73.92461], [40.79925, -73.92502], [40.7993, -73.92513], [40.79932, -73.92518], [40.79936, -73.92529], [40.79942, -73.92545], [40.79962, -73.926], [40.79967, -73.92614], [40.7997, -73.9262], [40.79972, -73.92625], [40.79996, -73.92685], [40.80002, -73.92698], [40.80029, -73.92756], [40.80076, -73.92867], [40.80082, -73.92881], [40.8009, -73.92904], [40.80095, -73.92916], [40.801, -73.9293], [40.80122, -73.92959], [40.80135, -73.92977], [40.80152, -73.92998], [40.80163, -73.93014], [40.80165, -73.93018], [40.80175, -73.93039], [40.80189, -73.93071], [40.80196, -73.93088], [40.80202, -73.93103], [40.80209, -73.93119], [40.8022, -73.93146], [40.80266, -73.93258], [40.80273, -73.93273], [40.80282, -73.93287], [40.80289, -73.93294], [40.80297, -73.93299], [40.80304, -73.93301], [40.80311, -73.93302], [40.80316, -73.93302], [40.80322, -73.933], [40.80325, -73.933], [40.80336, -73.93292], [40.80343, -73.93311], [40.80377, -73.93391], [40.80413, -73.93477], [40.8042, -73.93491], [40.80437, -73.93533], [40.80458, -73.93583], [40.80479, -73.93632], [40.8049, -73.93658], [40.80505, -73.93693], [40.80549, -73.93799], [40.80566, -73.93839], [40.80595, -73.9382], [40.80623, -73.93799], [40.80624, -73.93799], [40.80632, -73.93794], [40.80617, -73.93759], [40.80623, -73.93754]]",217
